codigo_br,descricao_catmat,preco_unitario,qtd_itens_comprados,fornecedor,fabricante,nome_instituicao,ano_compra,mediana_produto,razao_vs_mediana
267517,"ATENOLOL, DOSAGEM:50 MG",0.17,6000,DISTRIBUIDORA DE MEDICAMENTOS SAUDE & VIDA LTDA,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA.,MUNICIPIO DE SAO JOSE DO PEIXE - SECRETARIA DE SAUDE,2021,0.067,2.537313432835821
267517,"ATENOLOL, DOSAGEM:50 MG",0.17,10000,"FARMAGUEDES COMERCIO DE PRODUTOS FARMACEUTICOS, MEDICOS E HOSPITALARES LTDA",EMS S/A,FUNDO MUNICIPAL DE SAUDE,2022,0.067,2.537313432835821
267517,"ATENOLOL, DOSAGEM:50 MG",0.17,600,ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA,BIOLAB SANUS FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE,2021,0.067,2.537313432835821
279887,"FRASCO - TIPO ALMOTOLIA, MATERIAL:EM POLIETILENO (PLÁSTICO), TIPO BICO:BICO RETO, LONGO, ESTREITO, COM PROTETOR, TIPO TAMPA:TAMPA EM ROSCA, COR:ÂMBAR, CAPACIDADE:250 ML",7.37,100,DISTRIMED COMERCIO E REPRESENTACOES LTDA,PREMIUM HOSPITALAR LTDA,FUNDO MUNICIPAL DE SAUDE DE PALMEIRAIS - PI,2021,2.9050000000000002,2.5370051635111874
267689,"METILDOPA, DOSAGEM:250 MG",1.04,15000,DISTRIBUIDORA DE MEDICAMENTOS SAUDE & VIDA LTDA,SANVAL COMERCIO E INDUSTRIA LTDA,FUNDO MUNICIPAL DE SAUDE DE MONSENHOR GIL,2020,0.41,2.5365853658536586
267689,"METILDOPA, DOSAGEM:250 MG",1.04,50000,DISPROFARMA COMERCIO LTDA,EMS S/A,FUNDO MUNICIPAL DE SAUDE,2020,0.41,2.5365853658536586
273167,"NEOMICINA, COMPOSIÇÃO:ASSOCIADA COM BACITRACINA, CONCENTRAÇÃO:5MG + 250UI/G, TIPO MEDICAMENTO:POMADA",5.02,1000,MED VITTA COMERCIO DE PRODUTOS HOSPITALARES LTDA,"PRATI, DONADUZZI & CIA LTDA",MUNICIPIO DE ESPIGAO D'OESTE,2023,1.98,2.535353535353535
426702,"ESCAVADOR - USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, FORMATO:DUPLO, CARACTERÍSTICA ADICIONAL:P/ DENTINA, MODELO:Nº 14, ESTERILIDADE:AUTOCLAVÁVEL",20.0,100,F B COMERCIO DE PRODUTOS E EQUIPAMENTOS LTDA,GOLGRAN INDUSTRIA E COMERCIO DE INSTRUMENTAL ODONT LTDA,FUNDO MUNICIPAL DE SAUDE DE GROAIRAS,2023,7.89,2.534854245880862
383750,"LACTULOSE, CONCENTRAÇÃO:667 MG/ML, FORMA FARMACEUTICA:XAROPE",15.08,487,VICTORIA COMERCIO DE PRODUTOS HOSPITALARES LTDA,DAIICHI SANKYO BRASIL FARMACEUTICA LTDA.,MUNICIPIO DE CAXIAS DO SUL,2025,5.95,2.534453781512605
267208,"ESTRIOL, DOSAGEM:1 MG/G, APRESENTAÇÃO:CREME VAGINAL",29.65,38,AVAREMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,HIPOLABOR FARMACEUTICA LTDA,MUNICIPIO DE SANTA RITA DO PASSA QUATRO,2023,11.7,2.534188034188034
268436,"CLINDAMICINA, DOSAGEM:300 MG",2.99,600,R.A.P.-APARECIDA - COMERCIO DE MEDICAMENTOS LTDA,EMS S/A,MUNICIPIO DE DIVINOLANDIA,2021,1.18,2.533898305084746
267670,"HALOPERIDOL, DOSAGEM:1 MG",0.38,10000,DISTRIMED COMERCIO E REPRESENTACOES LTDA,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,MUNICIPIO DE OEIRAS - SECRETARIA DE SAUDE,2021,0.15,2.5333333333333337
267511,"AMINOFILINA, DOSAGEM:100 MG",0.19,6000,BRASIL MED DISTRIBUIDORA DE MEDICAMENTOS LTDA,HIPOLABOR FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE,2022,0.075,2.5333333333333337
272903,"CITALOPRAM, DOSAGEM:20 MG",0.38,600,DISTRIMED COMERCIO E REPRESENTACOES LTDA,EMS S/A,MUNICIPIO DE OEIRAS - SECRETARIA DE SAUDE,2021,0.15,2.5333333333333337
267511,"AMINOFILINA, DOSAGEM:100 MG",0.19,50000,GHOLDMED DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA,HIPOLABOR FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE DE LARANJEIRAS DO SUL,2020,0.075,2.5333333333333337
272903,"CITALOPRAM, DOSAGEM:20 MG",0.38,6000,CIRURGICA OLIMPIO LTDA,"PRATI, DONADUZZI & CIA LTDA",FUNDO MUNICIPAL DE SAUDE DE MONCOES,2020,0.15,2.5333333333333337
267194,"DIAZEPAM, DOSAGEM:5 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL",1.9,2000,PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,SANTISA LABORATORIO FARMACEUTICO S.A,FUNDO MUNICIPAL DE SAUDE,2021,0.75,2.533333333333333
267194,"DIAZEPAM, DOSAGEM:5 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL",1.9,500,ENDOMED COM E REP DE MEDICAMENTOS LTDA,LABORATORIO TEUTO BRASILEIRO S/A,FUNDO MUNICIPAL DE SAUDE DE JUNCO DO SERIDO-PB,2022,0.75,2.533333333333333
268162,"MICONAZOL NITRATO, DOSAGEM:2%, APRESENTAÇÃO:CREME VAGINAL",15.8,200,A & J COMERCIO LTDA,"PRATI, DONADUZZI & CIA LTDA",FUNDO MUNICIPAL DE SAUDE,2024,6.24,2.532051282051282
272454,"CARBAMAZEPINA, DOSAGEM:20 MG/ML, APRESENTAÇÃO:SUSPENSÃO ORAL",23.9,5,A. P. DA  SILVA & SILVA  COM. DE  MEDICAMENTOS LTDA,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,FUNDO MUNICIPAL DE SAUDE,2024,9.44,2.531779661016949
268158,"PIRIMETAMINA, DOSAGEM:25 MG",0.2,2100,AGUIA DISTRIBUIDORA DE MEDICAMENTOS E SUPRIMENTOS LTDA,FARMOQUIMICA S A,MUNICIPIO DE PALOTINA,2021,0.079,2.5316455696202533
272817,"MIDAZOLAM, DOSAGEM:15 MG",4.0,7500,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,MUNICIPIO DE BARUERI,2021,1.58,2.531645569620253
270622,"ESCOPOLAMINA BUTILBROMETO, APRESENTAÇÃO:ASSOCIADA COM DIPIRONA SÓDICA, DOSAGEM:6,67MG + 333MG/ML, INDICAÇÃO:SOLUÇÃO ORAL",16.48,30,CEARENSE COMERCIO DE PRODUTOS HOSPITALARES EIRELI,BELFAR LTDA,FUNDO MUNICIPAL DE SAUDE DE CROATA,2025,6.51,2.5314900153609834
270622,"ESCOPOLAMINA BUTILBROMETO, APRESENTAÇÃO:ASSOCIADA COM DIPIRONA SÓDICA, DOSAGEM:6,67MG + 333MG/ML, INDICAÇÃO:SOLUÇÃO ORAL",16.48,30,CEARENSE COMERCIO DE PRODUTOS HOSPITALARES EIRELI,HIPOLABOR FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE DE CROATA,2025,6.51,2.5314900153609834
276378,"CILOSTAZOL, CONCENTRAÇÃO:100 MG",1.13,360,FLORESTA COMERCIO DE ARTIGOS DE PERFUMARIA LTDA,EUROFARMA LABORATORIOS S.A.,FUNDO MUNICIPAL DE SAUDE,2021,0.4465,2.5307950727883535
273457,"NEOSTIGMINA METILSULFATO, DOSAGEM:0,5 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL",2.48,400,PDL NETO COMERCIO ATACADISTA DE MEDICAMENTOS LTDA,BLAU FARMACEUTICA S.A.,FUNDO MUNICIPAL DE SAUDE,2022,0.98,2.5306122448979593
451349,"TUBO ENDOTRAQUEAL, MATERIAL:PVC ARAMADO, MODELO:CURVA MAGILL, CALIBRE:9,5, TIPO PONTA:C/ PONTA DISTAL ATRAUMÁTICA, COMPONENTE 1:BALÃO ALTO VOLUME E BAIXA PRESSÃO, COMPONENTE 2:RADIOPACO, GRADUADO, TIPO CONECTOR:CONECTOR PADRÃO, ESTERILIDADE:ESTÉRIL, USO ÚNICO",12.4,5,MEDICAL FARM NORTE COMERCIO LTDA,INDUSMACHE INDUSTRIA E COMERCIO DE MOVEIS LTDA,FUNDO MUNICIPAL DE SAUDE DE THEOBROMA,2022,4.9,2.530612244897959
386131,"EQUIPO, TIPO DE EQUIPO:P/NUTRIÇÃO ENTERAL, MATERIAL:PVC CRISTAL, COMPRIMENTO:MÍN. 120 CM, TIPO CÂMARA:CÂMARA FLEXÍVEL C/FILTRO AR, TIPO GOTEJADOR:GOTA PADRÃO, TIPO PINÇA:REGULADOR DE FLUXO, TIPO CONECTOR:CONECTOR P/ SONDA ESCALONADO C/ TAMPA, ESTERILIDADE:ESTÉRIL,DESCARTÁVEL",2.87,600,ODONTOMED CANAA LTDA,MEDSONDA - INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES DESCARTAVEIS LTDA,FUNDO MUNICIPAL DE SAUDE DE IVINHEMA,2021,1.1349999999999998,2.5286343612334807
267107,"FENITOÍNA SÓDICA, DOSAGEM:50 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL",6.7,250,ULTRAMEGA DISTRIBUIDORA HOSPITALAR LTDA,HIPOLABOR FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE,2025,2.65,2.528301886792453
323590,"SULFATO FERROSO, DOSAGEM FERRO:125MG/ML DE FERRO II, FORMA FARMACÊUTICA:SOLUÇÃO ORAL-GOTAS",2.4,30,A COSTA COMERCIO ATACADISTA DE PRODUTOS FARMACEUTICOS LTDA,NATULAB LABORATORIO S.A,FUNDO MUNICIPAL DE SAUDE DE TACIMA,2020,0.9495,2.527646129541864
270558,"ACETILCISTEÍNA, DOSAGEM:20 MG/ML, INDICAÇÃO:XAROPE",14.66,40,ALLFAMED COMERCIO ATACADISTA DE MEDICAMENTOS LTDA,CIFARMA CIENTIFICA FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE DE PEDRA BRANCA,2023,5.8,2.527586206896552
273135,"PROPATILNITRATO, DOSAGEM:10 MG",1.1336,900,J&G PHARMA DISTRIBUIDORA DE MEDICAMENTOS LTDA,FARMOQUIMICA S A,MUNICIPIO DE CHAVAL,2025,0.4485,2.5275362318840577
269838,"LUVA CIRÚRGICA, MATERIAL:LÁTEX NATURAL, TAMANHO:7,50, ESTERILIDADE:ESTÉRIL, CARACTERÍSTICAS ADICIONAIS:COMPRIMENTO MÍNIMO DE 28CM, APRESENTAÇÃO:LUBRIFICADA C/ PÓ BIOABSORVÍVEL,ATÓXICA, TIPO USO:DESCARTÁVEL, FORMATO:ANATÔMICO, EMBALAGEM:CONFORME NORMA ABNT C/ ABERTURA ASSÉPTICA",3.41,200,AMARILDO BASEGGIO & CIA LTDA,FABRICA DE ARTEFATOS DE LATEX SAO ROQUE LTDA,MUNICIPIO DE ANTONIO OLINTO,2020,1.35,2.5259259259259257
268267,"MICONAZOL NITRATO, DOSAGEM:20 MG/G, APRESENTAÇÃO:LOÇÃO",9.32,50,EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA,1FARMA INDUSTRIA FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE,2020,3.6900000000000004,2.5257452574525745
268129,"LEVOMEPROMAZINA, DOSAGEM:100 MG",1.73,350,DISTRIBUIDORA DE MEDICAMENTOS SAUDE & VIDA LTDA,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,FUNDO MUNICIPAL DE SAUDE,2020,0.685,2.5255474452554743
273167,"NEOMICINA, COMPOSIÇÃO:ASSOCIADA COM BACITRACINA, CONCENTRAÇÃO:5MG + 250UI/G, TIPO MEDICAMENTO:POMADA",5.0,200,NOSSA PHARMACIA LTDA,"PRATI, DONADUZZI & CIA LTDA",FUNDO MUNICIPAL DE SAUDE,2020,1.98,2.525252525252525
273466,"LORATADINA, CONCENTRAÇÃO:10MG",0.25,15600,DISMENE DISTRIBUIDORA DE MEDICAMENTOS DO NORDESTE LTDA,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE PILAR,2021,0.099,2.525252525252525
273466,"LORATADINA, CONCENTRAÇÃO:10MG",0.25,30000,DISPROFARMA COMERCIO LTDA,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,FUNDO MUNICIPAL DE SAUDE,2020,0.099,2.525252525252525
273167,"NEOMICINA, COMPOSIÇÃO:ASSOCIADA COM BACITRACINA, CONCENTRAÇÃO:5MG + 250UI/G, TIPO MEDICAMENTO:POMADA",5.0,800,"SAO MARCOS DISTRIBUIDORA DE MEDICAMENTOS, EQUIPAMENTOS E MATERIAIS HOSPITALARES E ODONTOLOGICOS LTDA","PRATI, DONADUZZI & CIA LTDA",MUNICIPIO DE SEBASTIAO LEAL - SECRETARIA DE SAUDE,2025,1.98,2.525252525252525
273466,"LORATADINA, CONCENTRAÇÃO:10MG",0.25,5000,NOSSA PHARMACIA LTDA,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE,2020,0.099,2.525252525252525
273167,"NEOMICINA, COMPOSIÇÃO:ASSOCIADA COM BACITRACINA, CONCENTRAÇÃO:5MG + 250UI/G, TIPO MEDICAMENTO:POMADA",5.0,800,"SAO MARCOS DISTRIBUIDORA DE MEDICAMENTOS, EQUIPAMENTOS E MATERIAIS HOSPITALARES E ODONTOLOGICOS LTDA","PRATI, DONADUZZI & CIA LTDA",MUNICIPIO DE SEBASTIAO LEAL - SECRETARIA DE SAUDE,2024,1.98,2.525252525252525
273466,"LORATADINA, CONCENTRAÇÃO:10MG",0.25,600000,PHARMA LOG PRODUTOS FARMACEUTICOS LTDA,ACHE LABORATORIOS FARMACEUTICOS SA,FUNDO MUNICIPAL DA SAUDE,2022,0.099,2.525252525252525
448758,"METRONIDAZOL, CONCENTRAÇAO:100 MG/G, FORMA FARMACEUTICA:GEL VAGINAL, CARACTERÍSTICAS ADICIONAIS:C/ APLICADORES",12.63,3000,PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,"PRATI, DONADUZZI & CIA LTDA",FUNDO MUNICIPAL DE SAUDE DE OURILANDIA DO NORTE,2022,5.0043,2.5238295066243035
267662,"FLUCONAZOL, DOSAGEM:150 MG",1.11,400,EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA,LABORATORIO GLOBO SA,FUNDO MUNICIPAL DE SAUDE,2023,0.44,2.522727272727273
267662,"FLUCONAZOL, DOSAGEM:150 MG",1.11,30,EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA,PHARLAB INDUSTRIA FARMACEUTICA S.A,MUNICIPIO DE EMAS,2022,0.44,2.522727272727273
267662,"FLUCONAZOL, DOSAGEM:150 MG",1.11,2000,EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA,LABORATORIO GLOBO SA,FUNDO MUNICIPAL DE SAUDE,2021,0.44,2.522727272727273
267662,"FLUCONAZOL, DOSAGEM:150 MG",1.11,400,EXPRESS DISTRIBUIDORA DE MEDICAMENTOS LTDA,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,FUNDO MUNICIPAL DE SAUDE,2023,0.44,2.522727272727273
268375,"ACICLOVIR, DOSAGEM:50 MG/G, USO:CREME",5.55,50,CIRURGICA OLIMPIO LTDA,"PRATI, DONADUZZI & CIA LTDA",FUNDO MUNICIPAL DE SAUDE DE MONCOES,2020,2.2,2.5227272727272725
268375,"ACICLOVIR, DOSAGEM:50 MG/G, USO:CREME",5.55,600,SERRANA DISTRIBUIDORA DE PRODUTOS PARA SAUDE LTDA,"PRATI, DONADUZZI & CIA LTDA",FUNDO MUNICIPAL DE SAUDE DE IGUABA GRANDE,2022,2.2,2.5227272727272725
487624,"FIO DE SUTURA AGULHADO, MATERIAL FIO:POLIÉSTER C/ ALGODÃO AZUL, MODELO FIO:MULTIFILAMENTAR, DIÂMETRO FIO:0 / 1-0, COMPRIMENTO FIO:CERCA DE 45 CM, TIPO AGULHA:AGULHA 1/2 CÍRCULO, MODELO AGULHA:CILÍNDRICA, COMPRIMENTO AGULHA:CERCA DE 20 MM, ESTERILIDADE:ESTÉRIL, APRESENTAçãO:EMBALAGEM INDIVIDUAL",106.93,25,BRAGANTINA DISTRIBUIDORA DE MEDICAMENTOS LTDA,BIOLINE FIOS CIRURGICOS LTDA,FUNDO MUNICIPAL DE SAUDE,2021,42.39,2.522528898325077
435624,"ESFIGMOMANÔMETRO, AJUSTE:ANALÓGICO, ANERÓIDE, TIPO :DE BRAÇO, FAIXA DE OPERAÇÃO:ATÉ 300 MMHG, MATERIAL BRAÇADEIRA:BRAÇADEIRA EM NYLON, TIPO FECHO:FECHO EM VELCRO, TAMANHO:ADULTO OBESO",199.0,81,EQUIMED EQUIPAMENTOS MEDICOS HOSPITALARES LTDA,ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA,FUNDO MUNICIPAL DE SAUDE,2022,78.9,2.5221799746514573
399414,"RETINOL, COMPOSIÇÃO:ASSOCIADA COM COLECALCIFEROL, CONCENTRAÇÃO:50.000 UI + 10.000 UI/ML, FORMA FARMACÊUTICA:SOLUÇÃO ORAL - GOTAS",12.0,14,R.A.P.-APARECIDA - COMERCIO DE MEDICAMENTOS LTDA,ARTE NATIVA PRODUTOS NATURAIS LTDA,MUNICIPIO DE TAQUARAL,2020,4.7585,2.5218030892087846
399414,"RETINOL, COMPOSIÇÃO:ASSOCIADA COM COLECALCIFEROL, CONCENTRAÇÃO:50.000 UI + 10.000 UI/ML, FORMA FARMACÊUTICA:SOLUÇÃO ORAL - GOTAS",12.0,250,LIGIA MARIA CARNEIRO,NATULAB LABORATORIO S.A,AUTARQUIA MUNICIPAL DE SAUDE DE APUCARANA A M S,2020,4.7585,2.5218030892087846
268994,"BUPROPIONA CLORIDRATO, DOSAGEM:150 MG",1.04,15000,CIRURGICA OLIMPIO LTDA,EUROFARMA LABORATORIOS S.A.,MUNICIPIO DE CASSIA DOS COQUEIROS,2020,0.4125,2.5212121212121215
268864,"TICLOPIDINA, DOSAGEM:250 MG",1.5,1650,AVAREMED DISTRIBUIDORA DE MEDICAMENTOS LTDA,BIOLAB FARMA GENERICOS LTDA,MUNICIPIO DE BROTAS,2022,0.595,2.5210084033613445
271353,"PILOCARPINA CLORIDRATO, CONCENTRAÇÃO:2%, INDICAÇÃO:SOLUçãO OFTáLMICA",45.73,10,PDL NETO COMERCIO ATACADISTA DE MEDICAMENTOS LTDA,ALLERGAN PRODUTOS FARMACEUTICOS LTDA.,FUNDO MUNICIPAL DE SAUDE,2022,18.14495,2.520260458144001
268949,"AZITROMICINA, DOSAGEM:40 MG/ML, APRESENTAÇÃO:SUSPENSÃO ORAL",17.64,160,"SAO MARCOS DISTRIBUIDORA DE MEDICAMENTOS, EQUIPAMENTOS E MATERIAIS HOSPITALARES E ODONTOLOGICOS LTDA",PHARLAB INDUSTRIA FARMACEUTICA S.A,SECRETARIA MUNICIPAL DE SAUDE E SANEAMENTO,2021,7.0,2.52
272343,"TIAMINA, DOSAGEM:100 MG/ML, TIPO MEDICAMENTO:SOLUÇÃO INJETÁVEL",18.9,200,EREFARMA PRODUTOS PARA SAUDE LTDA,VASCONCELOS INDUSTRIA FARMACEUTICA E COMERCIO LTDA,FUNDO  MUNICIPAL  DE  SAUDE DE  MARABA,2023,7.5,2.52
267194,"DIAZEPAM, DOSAGEM:5 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL",1.89,2000,IASMINE SOARES BEZERRA,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,FUNDO MUNICIPAL DE SAUDE DE JUAZEIRO DO NORTE,2022,0.75,2.52
272380,"VENLAFAXINA, COMPOSIÇÃO:SAL CLORIDRATO, CONCENTRAÇÃO:150 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",3.2,360,FARMACIA E DROGARIA GUIOMAR LTDA,SUN FARMACEUTICA DO BRASIL LTDA,FUNDO MUNICIPAL DE SAUDE DE NOVA UNIAO,2020,1.27,2.5196850393700787
267768,"PROMETAZINA CLORIDRATO, DOSAGEM:25 MG",0.33,4000,"FARMAGUEDES COMERCIO DE PRODUTOS FARMACEUTICOS, MEDICOS E HOSPITALARES LTDA",CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,FUNDO MUNICIPAL DE SAUDE DE SAO JOSE DE CAIANA,2021,0.131,2.519083969465649
267768,"PROMETAZINA CLORIDRATO, DOSAGEM:25 MG",0.33,28000,DISTRIMED COMERCIO E REPRESENTACOES LTDA,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,MUNICIPIO DE OEIRAS - SECRETARIA DE SAUDE,2020,0.131,2.519083969465649
279763,"CATETER ASPIRAÇÃO TRAQUEAL, MATERIAL:PVC ATÓXICO FLEXÍVEL, TIPO USO:DESCARTÁVEL, CARACTERÍSTICAS ADICIONAIS:PONTA ATRAUMÁTICA, ORIFÍCIOS DISTAIS LATERALIZADOS, TIPO EMBALAGEM:ESTÉRIL, EMBALAGEM INDIVIDUAL, ESPESSURA:Nº 8",1.39,500,BIOMED MATERIAIS MEDICOS HOSPITALARES LTDA,MEDSONDA - INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES DESCARTAVEIS LTDA,CUITE DE MAMANGUAPE FUNDO MUNICIPAL DE SAUDE,2023,0.552,2.518115942028985
358755,"MISOPROSTOL, CONCENTRAÇAO:200 MCG, FORMA FARMACÊUTICA:COMPRIMIDO VAGINAL",96.89,320,DISTRIMED COMERCIO E REPRESENTACOES LTDA,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A,FUNDO MUNICIPAL DE SAUDE,2023,38.48,2.517931392931393
273395,"ISOSSORBIDA, PRINCÍPIO ATIVO:SAL DINITRATO, DOSAGEM:5 MG, TIPO MEDICAMENTO:SUBLINGUAL",0.73,1400,HELIOMED DISTRIBUIDORA HOSPITALAR LTDA,EMS S/A,FUNDO MUNICIPAL DE SAUDE DE ITAMBE,2020,0.29,2.5172413793103448
272837,"RIFAMPICINA, DOSAGEM:300 MG",6.33,3000,PDL NETO COMERCIO ATACADISTA DE MEDICAMENTOS LTDA,SANOFI MEDLEY FARMACEUTICA LTDA,FUNDO MUNICIPAL DE SAUDE,2022,2.515,2.5168986083499005
418545,"LIMA USO ODONTOLÓGICO, MATERIAL:AÇO INOXIDÁVEL, MODELO:HEDSTROEM, COMPRIMENTO:21 MM, APLICAÇÃO:DIGITAL, TAMANHO:2ª SÉRIE/45 A 80, COMPONENTES:C/ CURSOR, APRESENTAÇÃO:CONJUNTO COMPLETO",36.0,50,JGM PRODUTOS PARA SAUDE LTDA,LEONARDI COMERCIO DE PRODUTOS PARA SAUDE LTDA,MUNICIPIO DE CACOAL,2021,14.305,2.516602586508214
267509,"ALOPURINOL, DOSAGEM:300 MG",0.63,720,MEDICINALI PRODUTOS PARA SAUDE LTDA,SANOFI MEDLEY FARMACEUTICA LTDA,TOCANTINS SECRETARIA DE ESTADO DE SAUDE,2022,0.25034999999999996,2.5164769322947875
268255,"EPINEFRINA, DOSAGEM:1MG/ML, USO:SOLUÇÃO INJETÁVEL",4.41,100,D E A FARMA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA,HIPOLABOR FARMACEUTICA LTDA,MUNICIPIO DE PARIPUEIRA,2020,1.7525,2.5164051355206847
267565,"CARVEDILOL, DOSAGEM:6,25 MG",0.2516,1500,P H COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA,EMS S/A,FUNDO MUNICIPAL DE SAUDE,2022,0.1,2.5159999999999996
270219,"HIDROCORTISONA, PRINCÍPIO ATIVO:500MG, APRESENTAÇÃO:INJETÁVEL",13.56,250,DISTRIMED COMERCIO E REPRESENTACOES LTDA,BLAU FARMACEUTICA S.A.,MUNICIPIO DE OEIRAS - SECRETARIA DE SAUDE,2020,5.39,2.5157699443413732
299690,"METILPREDNISOLONA, PRINCÍPIO ATIVO:SAL ACETATO, DOSAGEM:40 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO INJETÁVEL",36.25,100,ATECNOMED ASSISTENCIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA,BLAU FARMACEUTICA S.A.,MUNICIPIO DE PIMENTA BUENO,2025,14.415,2.5147415886229623
345259,"METOPROLOL, CONCENTRAÇÃO:1 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL",47.4,200,J DE BRITO - DISTRIBUIDORA DE MEDICAMENTOS E CORRELATOS LTDA,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA,MUNICIPIO DE FLORAI,2020,18.85,2.5145888594164454
308882,"SULFAMETOXAZOL, COMPOSIÇÃO:ASSOCIADO À TRIMETOPRIMA, CONCENTRAÇÃO:400MG + 80MG",0.44,60000,PRADO PHARMA LTDA,"PRATI, DONADUZZI & CIA LTDA",MUNICIPIO DE OBIDOS,2024,0.175,2.5142857142857147
308882,"SULFAMETOXAZOL, COMPOSIÇÃO:ASSOCIADO À TRIMETOPRIMA, CONCENTRAÇÃO:400MG + 80MG",0.44,6000,"FARMAGUEDES COMERCIO DE PRODUTOS FARMACEUTICOS, MEDICOS E HOSPITALARES LTDA","PRATI, DONADUZZI & CIA LTDA",CUITE DE MAMANGUAPE FUNDO MUNICIPAL DE SAUDE,2023,0.175,2.5142857142857147
308882,"SULFAMETOXAZOL, COMPOSIÇÃO:ASSOCIADO À TRIMETOPRIMA, CONCENTRAÇÃO:400MG + 80MG",0.44,12000,"FARMAGUEDES COMERCIO DE PRODUTOS FARMACEUTICOS, MEDICOS E HOSPITALARES LTDA","PRATI, DONADUZZI & CIA LTDA",FUNDO MUNICIPAL DE SAUDE,2022,0.175,2.5142857142857147
308882,"SULFAMETOXAZOL, COMPOSIÇÃO:ASSOCIADO À TRIMETOPRIMA, CONCENTRAÇÃO:400MG + 80MG",0.44,50000,DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA.,"PRATI, DONADUZZI & CIA LTDA",FUNDO MUNICIPAL DE SAUDE,2024,0.175,2.5142857142857147
394856,"BENZOILMETRONIDAZOL, CONCENTRAÇÃO:40 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL",16.04,2000,EXCLUSIVA DISTRIBUIDORA DE MEDICAMENTOS LTDA,BELFAR LTDA,FUNDO MUNICIPAL DE SAUDE,2021,6.38,2.5141065830721003
328532,"VALPROATO DE SÓDIO, CONCENTRAÇÃO:50 MG/ML, FORMA FARMACÊUTICA:XAROPE",10.97,600,AGLON COMERCIO E REPRESENTACOES LTDA,ABBOTT LABORATORIOS DO BRASIL LTDA,MUNICIPIO DE ITAI,2025,4.3635,2.5140368969863642
